name,addr_load,addr_lot,rating_score,rating_num
식물카페화초집,서울 마포구 월드컵로5길 68,(지번) 합정동 436,5,5건
교시커피,서울 마포구 양화로11길 31,(지번) 서교동 391-8,5,2건
올더어글리쿠키&트레몽,서울 마포구 토정로 45 1-2층,(지번) 합정동 368-36,,
마이루틴,서울 마포구 토정로 39 1층,(지번) 합정동 368-52,4.6,36건
디어마이뮤즈,서울 마포구 독막로3길 41,(지번) 서교동 395-186,4,1건
코드케이 홍대점,서울 마포구 와우산로 64 3층,(지번) 상수동 86-22,4.7,10건
이디야커피 합정LIG점,서울 마포구 양화로1길 21 1층,(지번) 합정동 392-3,4.4,5건
키친205,서울 마포구 와우산로 101 에스엠빌딩 1층,(지번) 서교동 343-10,,
카페163,서울 마포구 양화로1길 25-3 2층,(지번) 합정동 392-12,4.4,21건
유주얼하우스,서울 마포구 양화로7길 48 1층,(지번) 서교동 381-13,4.3,20건
W카페,서울 마포구 동교로25길 16,(지번) 동교동 200-18,2.4,19건
Disco bolos,서울 마포구 동교로 42 1층,(지번) 합정동 433-4,4.5,23건
파우스디멘션,서울 마포구 양화로12길 16-12 1층,(지번) 서교동 395-204,4,20건
메가MGC커피 합정중앙점,서울 마포구 양화로 73 체리스빌딩 1층,(지번) 서교동 392-20,2.4,7건
오버트 합정점,서울 마포구 잔다리로 43 1층,(지번) 서교동 373-5,4.3,33건
디스코플래닛,서울 마포구 동교로 144-13 명지빌딩 1층,(지번) 서교동 463-32,4.7,34건
젤리샷케이크,서울 마포구 성미산로2길 49 더하우스예당 1층 101호,(지번) 서교동 442-20,4.1,10건
리얼커피,서울 마포구 동교로 32-1 1층 101호,(지번) 합정동 441-20,,
힛미업,서울 마포구 양화로6길 54 4층,(지번) 합정동 412-24,5,6건
카페서재,서울 마포구 동교로18길 15 1층,(지번) 서교동 464-17,4,4건
코모이도이,서울 마포구 성미산로 31 효원빌딩 1층,(지번) 성산동 245-17,5,13건
로우필름카페앤갤러리,서울 마포구 독막로7길 44,(지번) 서교동 404-31,4.1,8건
할리스 홍대입구역점,서울 마포구 양화로 151 욱도빌딩 1층,(지번) 동교동 160-1,3.5,53건
47625 coffee,서울 마포구 월드컵로10길 9 유삼빌딩 1층,(지번) 서교동 476-25,4.3,6건
텐퍼센트커피 합정역점,서울 마포구 양화로 72 효성해링턴타워 1층 109호,(지번) 서교동 494,3.9,8건
노란코끼리 합정점,서울 마포구 양화로1길 31 우진빌딩 1층 101호,(지번) 합정동 392-1,4.9,14건
덕희커피,서울 마포구 성지5길 17 1층,(지번) 합정동 370-33,4.9,44건
달로아,서울 마포구 월드컵로19길 16 1층,(지번) 망원동 57-39,5,6건
샤이고스트,서울 마포구 월드컵로3길 60 1층 101호,(지번) 합정동 394-23,4.7,10건
포레스트엠,서울 마포구 잔다리로 110,(지번) 서교동 458-26,4.2,5건
고망고 망원점,서울 마포구 월드컵로13길 40 1층 1호,(지번) 망원동 57-91,4.2,20건
커피다,서울 마포구 양화로11길 56 영창빌딩 1층,(지번) 서교동 384-13,3,1건
카페산티아고,서울 마포구 양화로7길 6-5 2층,(지번) 서교동 391-18,4.8,10건
컴포즈커피 홍대동교점,서울 마포구 월드컵북로 12 1-2층,(지번) 동교동 206-14,2.9,16건
승승밀크티,서울 마포구 포은로 39 1층 1호,(지번) 합정동 438-2,4.7,37건
소금방,서울 마포구 동교로 42-1 1층,(지번) 합정동 433-5,,
엑스케이프 홍대점,서울 마포구 홍익로3길 44 호곡빌딩 7층,(지번) 서교동 369-4,2.9,12건
이호커피,서울 마포구 희우정로10길 28 1층 102호,(지번) 망원동 394-118,5,9건
몽마르뜨언덕위,서울 마포구 잔다리로7길 37,(지번) 서교동 380-47,5,3건
커피더맨,서울 마포구 양화로 25 1층,(지번) 합정동 383-16,3.6,7건
노피디네콩볶는집,서울 마포구 잔다리로3길 31 1층,(지번) 서교동 395-135,4.8,9건
냐냐냥 그릭요거트,서울 마포구 양화로 72 효성해링턴타워 1층 113호,(지번) 서교동 494,4.6,10건
M1CT,서울 마포구 희우정로15길 13 1층,(지번) 망원동 457-51,4.4,47건
핸드앤드샌드,서울 마포구 양화로7길 44-7 1층,(지번) 서교동 381-11,5,7건
네임이즈마빈,서울 마포구 월드컵로20길 6 1층,(지번) 서교동 5-3,4.9,22건
페트롤플레이스,서울 마포구 동교로 67,(지번) 망원동 385-39,4.4,45건
로잉커피,서울 마포구 동교로 34 2층,(지번) 합정동 441-21,4.6,30건
해머플레이스,서울 마포구 독막로8길 15-9 1층,(지번) 합정동 355-7,4.7,30건
수택,서울 마포구 홍익로5길 51 2층,(지번) 서교동 370-32,,
슈크렌느,서울 마포구 월드컵로11길 80 1층,(지번) 망원동 57-208,,
커피랩스로스터리 합정점,서울 마포구 양화로6길 27,(지번) 서교동 394,3.7,43건
Uig,서울 마포구 망원로3길 7 1-2층,(지번) 망원동 420-4,4,44건
카페꼬모,서울 마포구 와우산로21길 31-12 1층,(지번) 서교동 364-20,5,6건
메가MGC커피 홍대점,서울 마포구 잔다리로6길 39 1층,(지번) 서교동 369-5,2.5,15건
루즈도어,서울 마포구 포은로 50 1층,(지번) 합정동 433-62,4,37건
이디야커피 합정역사거리점,서울 마포구 독막로2길 5 1층,(지번) 합정동 364-27,3.1,11건
퍼스널커피,서울 마포구 망원로6길 50 1층,(지번) 망원동 405-32,4.8,31건
카페데코믹스 홍대점,서울 마포구 어울마당로 96 3층,(지번) 서교동 358-113,3.9,30건
루아르 합정점,서울 마포구 성지길 22 1층,(지번) 합정동 375-28,3.8,9건
코야코히,서울 마포구 월드컵북로1길 74 1층,(지번) 서교동 376-7,4.9,13건
눈내리는숲 설래임 홍대본점,서울 마포구 어울마당로 54 대호빌딩 1층,(지번) 서교동 408-9,4.5,30건
홈스윗홈,서울 마포구 월드컵로14길 36 서교빌딩 1층 101호,(지번) 서교동 474-1,,
힙댕,서울 마포구 월드컵로 103 B1,(지번) 망원동 484-5,4.8,13건
도쿄빙수 본점,서울 마포구 포은로8길 9 1층,(지번) 망원동 414-56,4.1,130건
모펀 서교점,서울 마포구 홍익로2길 7 4층,(지번) 서교동 345-8,4.3,11건
빈즈메이드,서울 마포구 동교로13길 20,(지번) 서교동 477-1,5,1건
워시타운,서울 마포구 월드컵로10길 48 1층,(지번) 서교동 478-3,5,8건
페그로스터스,서울 마포구 동교로 135 1층,(지번) 서교동 461-11,4.8,26건
컴포즈커피 홍대서교점,서울 마포구 와우산로23길 41 1층,(지번) 서교동 345-17,3.7,6건
스타벅스 홍대역점,서울 마포구 양화로 165 상진빌딩 1층,(지번) 동교동 159-1,3.3,68건
타이프 한강점,서울 마포구 토정로 128 서강8경빌딩 5층,(지번) 상수동 356-6,3.9,60건
은연,서울 마포구 양화로10길 55 지하1층,(지번) 서교동 395-83,4.3,9건
해브어,서울 마포구 월드컵로17길 38 2층,(지번) 망원동 57-135,4.8,32건
카페빈,서울 마포구 와우산로15길 24 1-2층,(지번) 서교동 409-9,4.4,14건
케이트앤케이크,서울 마포구 동교로 142-10 1층,(지번) 서교동 464-65,3.7,9건
커넥츠커피 망원점,서울 마포구 월드컵로11길 8 1층 105호,(지번) 망원동 378-6,4.4,42건
바이러닉 에스프레소바 합정본점,서울 마포구 독막로 46 1층,(지번) 합정동 354-22,3.1,24건
리파인드카페,"서울 마포구 월드컵로17길 7 1층, 리파인드 카페",(지번) 망원동 57-11,5,2건
메가MGC커피 마포성산점,서울 마포구 성미산로 43 1층,(지번) 성산동 243-5,4.7,3건
이뮤베이크샵,서울 마포구 양화로6길 57-13 기단 2층 202호,(지번) 서교동 396-61,4.4,9건
아크,서울 마포구 와우산로 55 1층,(지번) 상수동 90-9,3.4,18건
신이도가,서울 마포구 잔다리로 20-12,(지번) 서교동 367-31,3.4,44건
모모라플라워카페,서울 마포구 월드컵로3길 14 딜라이트스퀘어2차 2층 223호,(지번) 합정동 473,4.8,5건
머더파커 홍대1호점,서울 마포구 어울마당로 55-4 3층,(지번) 서교동 405-13,4.8,4건
리얼이스케이프챌린지,서울 마포구 와우산로27길 21 4층,(지번) 서교동 339-5,2.7,10건
서교동398,서울 마포구 어울마당로5길 36 1층,(지번) 서교동 398-8,3.6,8건
블랙베어도넛 망원점,서울 마포구 성미산로6길 53 모멘텀빌딩 1층,(지번) 서교동 473-25,,
펠른 하우스,서울 마포구 성미산로22길 18 A동 1층,(지번) 연남동 504-50,4.2,62건
스타벅스 홍대삼거리점,서울 마포구 와우산로 64,(지번) 상수동 86-22,4.2,41건
카페카운티 홍대점,서울 마포구 동교로 150 대신빌딩 1층,(지번) 서교동 463-15,3.9,16건
백억커피 망원점,서울 마포구 동교로 20,(지번) 합정동 449-5,3.4,5건
이디야커피 합정홈플러스점,서울 마포구 양화로 45 지하2층,(지번) 서교동 490,4,1건
이디야커피 합정동점,서울 마포구 양화로6길 90 1층,(지번) 합정동 410-18,3.5,8건
더대단한커피&대단한탕후루&대단한요거트 홍대점,서울 마포구 홍익로3길 20 서교오피스텔 1층 111호,(지번) 서교동 357-1,3.4,5건
드롭탑 홍대점,서울 마포구 어울마당로 45-1 동지빌딩 1층,(지번) 서교동 403-17,2.1,15건
언요크커피,서울 마포구 월드컵로8길 49-10 문영빌딩 1층 101호,(지번) 서교동 482-28,5,8건
스이츠,서울 마포구 포은로 13 1층,(지번) 합정동 396-1,0,0건
노머글 얼라우드,서울 마포구 양화로8길 16-22 2층,(지번) 서교동 394-75,4.7,3건
히치하이킹클럽,서울 마포구 독막로9길 3-4,(지번) 서교동 401-13,3,2건
커피빈 상수역점,서울 마포구 와우산로10길 3 엘케이빌딩 1~3층,(지번) 상수동 143-31,4.6,25건
넉커피,서울 마포구 성지길 25-20 1층,(지번) 합정동 371-4,4.7,6건
투썸플레이스 홍대서교점,서울 마포구 월드컵북로 13 스마트빌딩 1-2층,(지번) 서교동 445-4,,
더빈마켓 성산점,서울 마포구 성미산로 21-1 제일빌딩 1층,(지번) 성산동 250-52,4.5,21건
에포크,서울 마포구 독막로 17-1 미래빌딩 1층,(지번) 합정동 413-3,3.9,16건
유포테이블카페&마치아소비 홍대점,서울 마포구 와우산로23길 9 칼리오페 2층 205호,(지번) 서교동 344-6,3.5,8건
카페코드,서울 마포구 독막로15길 3-11 3층,(지번) 상수동 314-4,3.5,2건
콘웰,서울 마포구 월드컵로15길 40 2층,(지번) 망원동 382-14,,
구스커피앤바,서울 마포구 월드컵로17길 56 1층,(지번) 망원동 57-112,4.5,38건
핌피,서울 마포구 토정로3안길 2 지하1층,(지번) 합정동 368-6,4.7,38건
토마스커피,서울 마포구 양화로1길 75,(지번) 합정동 435-25,,
설빙 서울망원점,서울 마포구 월드컵로 87 마포로얄프라자 2층,(지번) 망원동 377-1,2.8,18건
카페 이유,서울 마포구 와우산로29마길 7-8 지하1층,(지번) 서교동 333-37,4.7,3건
컴포즈커피 망원역점,서울 마포구 월드컵로 84 1층,(지번) 서교동 441-13,4.3,3건
오마이메이드카페 오마이왕국점,서울 마포구 어울마당로 92 지하1층,(지번) 서교동 358-115,4.2,5건
리오네,"서울 마포구 월드컵로19길 20 지층, 파티스리 리오네",(지번) 망원동 57-42,4.8,12건
그로잉,서울 마포구 동교로19길 21 1층,(지번) 서교동 460-34,5,26건
김밥카페하임,서울 마포구 월드컵로25길 26,(지번) 망원동 517,3.9,14건
폴링디저트,서울 마포구 와우산로29길 39 2층,(지번) 서교동 334-3,3.8,12건
빽다방 합정역사거리점,서울 마포구 독막로2길 10 1층,(지번) 합정동 373-3,4.4,10건
고즈넉,서울 마포구 월드컵로7길 38 지1층,(지번) 합정동 428-34,5,3건
카페쿡,서울 마포구 독막로6길 6 1층,(지번) 합정동 363-17,5,3건
블루보틀 홍대 카페,서울 마포구 양화로 130 라이즈 호텔 1층,(지번) 서교동 354-5,4.1,15건
합정카페,서울 마포구 월드컵로1길 48 1층,(지번) 합정동 393-7,4.9,7건
키로,서울 마포구 독막로7길 49 2층,(지번) 서교동 395-79,0,0건
레이즈드베드,"서울 마포구 독막로7길 57 1,2층",(지번) 서교동 395-199,4.2,5건
차차,서울 마포구 월드컵로 133 2층,(지번) 망원동 478-9,4,14건
에스트에스트에스트,서울 마포구 월드컵로23길 45 1층,(지번) 망원동 412-50,5,14건
미쉐 홍대점,서울 마포구 홍익로3길 35 1층,(지번) 서교동 365-17,3.6,5건
버블룸,서울 마포구 동교로 30 우진베스트 1층 101호,(지번) 합정동 441-5,4.9,88건
롤링앤필링,서울 마포구 월드컵로 61 삼미빌딩 1층 101호,(지번) 망원동 386-3,4.6,8건
갤러리몸&카페24,서울 마포구 양화로 45 메세나폴리스 몰동 1층 179호,(지번) 서교동 490,5,1건
머더파커 WOW 홍대점,서울 마포구 잔다리로6길 25 재륜빌딩 3층,(지번) 서교동 369-10,5,7건
맥심1층카페,서울 마포구 월드컵북로5가길 22 맥심빌딩 1층,(지번) 서교동 446-36,5,1건
손탁커피 리필스테이션,서울 마포구 동교로 60 화진리버빌 1층 101호,(지번) 합정동 432-6,5,1건
로우즈(LOWEEZ),서울 마포구 동교로19길 70 101호,(지번) 서교동 247-22,4.5,15건
이디야커피 망원역점,서울 마포구 월드컵로 82-1 1층,(지번) 서교동 441-11,3.4,17건
씨엘로,서울 마포구 희우정로12길 17 1층,(지번) 망원동 398-10,4.7,7건
헤이브,서울 마포구 토정로3길 17 지하1층,(지번) 합정동 370-2,5,13건
키싸,서울 마포구 포은로5길 30 1층,(지번) 망원동 409-61,4,9건
모센즈스위트 홍대본점,서울 마포구 와우산로15길 40 1층 102호,(지번) 서교동 408-25,4.2,107건
이이알티 망원점,서울 마포구 포은로 105-1 1층,(지번) 망원동 415-33,3.9,117건
17도씨,서울 마포구 양화로19길 22-16 유티엘동교빌딩 1층,(지번) 동교동 154-25,,
소롯다담,서울 마포구 동교로 69 테바빌딩 1층 101호,(지번) 망원동 385-44,4.8,6건
오아스페이스,서울 마포구 동교로 144 지하1층,(지번) 서교동 463-28,5,2건
메가MGC커피 홍대입구역점,서울 마포구 홍익로6길 48 1층,(지번) 동교동 164-22,2.9,61건
포인트나인 홍대점,서울 마포구 독막로7길 40 지하 1층,(지번) 서교동 404-29,4.7,11건
메트로폴리티션,서울 마포구 토정로3안길 28 지하 1층,(지번) 합정동 368-41,4.3,3건
파티세리로그,서울 마포구 양화로6길 86 1층,(지번) 합정동 410-10,,
볼베르,서울 마포구 월드컵로 41 2층,(지번) 합정동 427-18,4.5,28건
카페한,서울 마포구 성지길 32 1층,(지번) 합정동 375-4,2.9,21건
설빙 홍대입구역점,서울 마포구 홍익로6길 15 삼주빌딩 2층,(지번) 동교동 162-3,2.4,126건
투썸플레이스 홍대걷고싶은거리점,서울 마포구 어울마당로 109 2-4층,(지번) 동교동 163-11,3,28건
루프캣미 고양이카페 홍대점,서울 마포구 양화로 140 H-cube 지하2층,(지번) 동교동 162-15,4.8,83건
콘하스 연남점,서울 마포구 연희로 1-1 1-2층,(지번) 동교동 147-5,2.8,44건
사자드누아,서울 마포구 월드컵로7길 27-11,(지번) 합정동 429-63,0,0건
커피나커피너,서울 마포구 양화로6길 62,(지번) 합정동 412-17,5,3건
한강에스프레소,서울 마포구 희우정로 97 1층,(지번) 망원동 456-27,4.6,98건
커피기업 합정교보문고점,서울 마포구 월드컵로3길 14 딜라이트스퀘어2차 지하1층 147~148호,(지번) 합정동 473,4.5,15건
단고당,"서울 마포구 망원로10길 3 1, 2층",(지번) 망원동 485-9,4.3,49건
튜토리얼,서울 마포구 와우산로 39-15,(지번) 상수동 310-12,3.5,46건
카페몬데이,서울 마포구 독막로15길 13-4 B-세바빌딩 1층,(지번) 상수동 311-5,5,2건
푸글렌 서울,서울 마포구 와우산로 43 1층,(지번) 상수동 145-4,3.2,40건
룸엘이스케이프 홍대1호점,서울 마포구 잔다리로 39 로뎀빌딩 지하1층,(지번) 서교동 395-85,3.9,11건
오랑제뜨21 망원본점,서울 마포구 월드컵로13길 79 1층 101호,(지번) 망원동 400-2,3.9,12건
온어롤,서울 마포구 포은로 86-1 2층,(지번) 망원동 400-19,4.9,7건
스파티움,서울 마포구 동교로17길 34 sams아트센터 1층,(지번) 서교동 451-41,0,0건
뎀셀브즈,서울 마포구 토정로3안길 3,(지번) 합정동 367-10,5,1건
하이타운 서울,서울 마포구 와우산로29다길 10 1층 101호,(지번) 서교동 334-6,4.9,10건
보에,서울 마포구 월드컵북로5길 33 1층,(지번) 서교동 460-26,5,11건
콜바이,서울 마포구 독막로2길 18 1층,(지번) 합정동 372-4,4.8,17건
더지베이커리,서울 마포구 월드컵로11길 65 1층,(지번) 망원동 338-4,4.8,10건
코칭심리카페,서울 마포구 어울마당로 118 천마빌딩 6층,(지번) 서교동 345-2,3.2,14건
오페라빈 에스프레소바 합정점,서울 마포구 독막로2길 22 1층,(지번) 합정동 372-7,4.9,17건
메이멜로디,서울 마포구 월드컵로23길 82-3 더봄 1층,(지번) 망원동 401-21,5,15건
히카,서울 마포구 망원로 62-1 보아스빌딩 1층,(지번) 망원동 415-15,4.5,31건
컴피,서울 마포구 동교로 71-1 1층,(지번) 망원동 385-48,,
카페모모이,서울 마포구 와우산로13길 35 2층 202호,(지번) 상수동 312-3,5,4건
미유당,서울 마포구 양화로3길 49 1층,(지번) 합정동 386-8,5,1건
카페핀드,서울 마포구 동교로 31 2층,(지번) 망원동 394-124,4.7,15건
카페 코그,서울 마포구 동교로 183-12 1층,(지번) 동교동 201-49,5,1건
골든크레마,"서울 마포구 어울마당로 121 2,3,4층",(지번) 동교동 164-13,2.3,41건
호두커피,서울 마포구 월드컵로29길 51 대성빌딩 1층 A호,(지번) 망원동 425-1,4.8,39건
퓸즈 망원점,서울 마포구 포은로 131 쁘띠보네르 1층 101호,(지번) 망원동 426-13,4,4건
EOD,서울 마포구 와우산로 51-9 2층,(지번) 상수동 92-2,4,2건
달의계단,서울 마포구 와우산로27길 74,(지번) 서교동 347-19,3.5,30건
메가MGC커피 홍대서교점,서울 마포구 양화로 116 1층,(지번) 서교동 371-1,2.9,15건
데우스 카페 홍대점,서울 마포구 와우산로17길 19-12 2층,(지번) 서교동 408-10,5,5건
까사벨라즈,서울 마포구 독막로8길 27 1층,(지번) 합정동 358-2,4.7,23건
보통공원,서울 마포구 망원로 79 3층,(지번) 망원동 423-15,4.3,44건
투썸플레이스 홍대예술의거리점,서울 마포구 와우산로21길 36-3 태윤빌딩 2~4층,(지번) 서교동 358-58,2.6,14건
콘디스코커피,서울 마포구 독막로8길 38 1층,(지번) 합정동 360-23,5,6건
프롬커피바 서교점,서울 마포구 독막로5길 32 1층,(지번) 서교동 400-20,5,4건
메가MGC커피 서울성산초점,서울 마포구 월드컵로 37 웰빙센터 1층 102~103호,(지번) 합정동 426-20,2.2,6건
올라운드커피,서울 마포구 양화로7길 30 1층,(지번) 서교동 386-6,3,3건
마인드비 MIND B,서울 마포구 양화로15길 20 마인드빌딩 1층,(지번) 서교동 352-29,4.8,17건
코자요,서울 마포구 와우산로21길 21 2층,(지번) 서교동 364-1,4.3,3건
옐로우벌스데이,서울 마포구 독막로4길 11 지하1층,(지번) 합정동 361-39,,
커피에반하다 마포양화로점 스마트카페,서울 마포구 양화로 59 화승리버스텔 1층,(지번) 서교동 393-5,3,2건
소울버튼,서울 마포구 와우산로15길 23 2층,(지번) 서교동 411-8,4.8,11건
카우프로스터스 서교,서울 마포구 월드컵북로5길 56 1층 102호,(지번) 서교동 451-4,4.3,6건
스타벅스 상수역점,서울 마포구 독막로 88,(지번) 상수동 329-1,4.4,38건
탕후르츠,서울 마포구 양화로6길 57-12 지하1층,(지번) 서교동 399-9,5,1건
테라커피 합정점,서울 마포구 독막로3길 52 예쁜빌딩 1층 102호,(지번) 서교동 397-5,4.2,5건
트레이프조이드,서울 마포구 동교로 137 1층,(지번) 서교동 461-16,4.3,4건
바이앤드커피,서울 마포구 독막로7길 48 1층 바이앤드커피,(지번) 서교동 404-5,4.9,14건
오키도키하우스&카페,서울 마포구 동교로 105 1층,(지번) 서교동 478-7,0,0건
퀘스천마크,서울 마포구 와우산로17길 15 3층,(지번) 서교동 409-1,4.8,44건
소림커피,서울 마포구 월드컵북로5가길 31 1층,(지번) 서교동 447-9,4.4,28건
모파상,서울 마포구 양화로19길 22-13,(지번) 동교동 153-5,3.4,111건
미아논나,서울 마포구 망원로6길 61 화이트빌 1층 101호,(지번) 망원동 399-9,4.4,11건
허밍벨라 디자이너스점,서울 마포구 양화로 86,(지번) 서교동 373-9,3.2,5건
미스터리룸이스케이프 홍대점,서울 마포구 잔다리로 5-1 상아빌딩 5층,(지번) 서교동 407-27,2.1,16건
가배두림 합정점,서울 마포구 월드컵로3길 54 1층,(지번) 합정동 391-24,2.6,7건
브라운시티카페 상수점,"서울 마포구 어울마당로 41 지하 1층, 1, 2층",(지번) 서교동 403-10,,
오렌지페블,서울 마포구 월드컵로17길 9 2층,(지번) 망원동 57-275,2.9,25건
도파민,서울 마포구 월드컵로15길 22,(지번) 망원동 375-3,4.9,16건
리드미,서울 마포구 월드컵북로6길 83 1층,(지번) 연남동 567-28,3.7,6건
얼라이브214,서울 마포구 월드컵로13길 34,(지번) 망원동 375-8,4,21건
로스커피,서울 마포구 동교로18길 33,(지번) 서교동 375-24,4,13건
빽다방 홍대입구점,서울 마포구 와우산로23길 44 1층,(지번) 서교동 346-47,4.3,59건
베르,서울 마포구 월드컵로19길 25-1 2층,(지번) 망원동 57-65,5,6건
베니케이크,서울 마포구 독막로15길 17,(지번) 상수동 311-6,4.2,44건
코코부코 망원본점,서울 마포구 희우정로 72 1층,(지번) 망원동 396-29,4.7,40건
해피앤딩 방탈출카페,서울 마포구 와우산로21길 31-11 지하1층,(지번) 서교동 364-28,4.3,3건
커피볶는 홍소,서울 마포구 성지5길 19 지하1층,(지번) 합정동 370-39,4.8,14건
스테레오포닉사운드,서울 마포구 와우산로21길 6 동산빌딩 1층,(지번) 서교동 358-31,4.2,6건
히드,서울 마포구 동교로15길 24 1층,(지번) 서교동 468-29,4.6,8건
알토커피바 합정,서울 마포구 희우정로1길 6-6,(지번) 합정동 398-19,4.3,3건
템퍼러리,서울 마포구 동교로 44-12 1층,(지번) 합정동 433-50,4.6,5건
WON커피,"서울 마포구 잔다리로6길 20-9 로이스퀘어 지하1층, 1층",(지번) 서교동 366-7,4.8,4건
커피사피엔스 합정효성해링턴점,서울 마포구 양화로 72 101동 1층 128호,(지번) 서교동 494,4.5,6건
코너커피,서울 마포구 동교로12길 38,(지번) 서교동 383-3,0,0건
고양이당,서울 마포구 월드컵로21길 14 지하1층,(지번) 망원동 57-371,,
번트오렌지,서울 마포구 독막로6길 27 1층,(지번) 합정동 360-1,4,12건
아르고보니 서교점,서울 마포구 동교로13길 34,(지번) 서교동 474-13,3.8,12건
포스트노빌즈,서울 마포구 망원로2길 82 1층,(지번) 망원동 397-14,4.6,51건
엔엘커피,서울 마포구 동교로 28 2층,(지번) 합정동 441-4,4.8,17건
딥블루레이크,서울 마포구 희우정로 117-1 1층,(지번) 망원동 455-3,4.5,11건
해피베어데이 상수점,서울 마포구 와우산로13길 49-6 1층,(지번) 상수동 316-2,3.3,3건
고양이다락방 홍대점,서울 마포구 홍익로6길 21 3층,(지번) 동교동 162-14,,
컴포즈커피 망원우체국사거리점,서울 마포구 월드컵로 111 풍성빌딩 1층,(지번) 망원동 482-9,4.1,9건
데이포레코드,서울 마포구 양화로6길 57-10 2층,(지번) 서교동 399-27,4.7,7건
피에스타7커피 망리단길점,서울 마포구 포은로 69 1층,(지번) 망원동 395-19,2,4건
커피디지 합정점,서울 마포구 동교로12길 13 1층,(지번) 서교동 485-1,4.7,6건
이디야커피 망리단길점,서울 마포구 포은로 81-1 1층,(지번) 망원동 399-5,4.1,7건
연남살롱,서울 마포구 성미산로 122-1 1층,(지번) 연남동 504-33,3.4,86건
힐링사주,서울 마포구 홍익로3길 7,(지번) 서교동 365-4,3.7,3건
스콘위글,서울 마포구 포은로 11 1층 1호,(지번) 합정동 396-14,4.5,8건
메가MGC커피 홍대L7점,서울 마포구 월드컵북로 8 1층,(지번) 동교동 161-9,2,20건
카페공캠,서울 마포구 잔다리로 111 지하1층,(지번) 서교동 468-3,3.7,3건
카페게이트 망원역점,서울 마포구 월드컵로 67 1층,(지번) 망원동 378-11,2.8,8건
날쌘카페 합정점,서울 마포구 양화로 72 효성해링턴타워 1층 114호,(지번) 서교동 494,5,6건
빽다방 홍대거리점,서울 마포구 어울마당로 75 1층 1호,(지번) 서교동 366-19,2.5,12건